pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
1894,CAND_0022940,307.700000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),4.6,Locobuzz,"Trivandrum, Kerala",True,83,0.500,90,False,0.1000,0.3400,0.0000,1.9200,1.5800,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | scikit-learn assessment 61.0/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | 90-day notice period,
1895,CAND_0081321,307.676000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.3,Freshworks,"Coimbatore, Tamil Nadu",True,37,0.470,120,True,0.0000,1.6369,0.0000,1.9200,1.5800,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Weaviate assessment 53.7/100,profile states limited ownership of modeling or deployment | 120-day notice period,
1896,CAND_0046313,307.660000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.8,Flipkart,San Francisco,True,87,0.450,60,True,0.0000,0.0000,0.0000,1.3400,1.5800,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | pgvector assessment 47.2/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,
1897,CAND_0084460,307.660000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.6,upGrad,"Gurgaon, Haryana",True,101,0.450,60,True,0.1000,0.0000,0.0000,0.9200,1.9200,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Forecasting assessment 49.2/100,profile states limited ownership of modeling or deployment,weak:salary_range_inverted
1898,CAND_0068410,307.636000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.8,Unacademy,"Ahmedabad, Gujarat",True,5,0.420,45,True,0.1000,0.0000,0.0000,1.9200,1.3400,1.5000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | pgvector assessment 73.2/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,
1899,CAND_0076956,307.620000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.7,Paytm,Berlin,True,49,0.400,120,True,0.0000,0.4808,0.0000,2.1602,1.9200,1.9500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Sentence Transformers assessment 71.1/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | 120-day notice period,
1900,CAND_0018613,307.612000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.8,Haptik,"Kochi, Kerala",True,44,0.390,120,True,0.0000,0.1000,0.0000,2.1602,1.3400,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Feature Engineering assessment 85.7/100,profile states limited ownership of modeling or deployment | 120-day notice period,weak:salary_range_inverted
1901,CAND_0072020,307.604000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.1,Freshworks,Seattle,True,95,0.380,60,False,0.0000,1.6369,0.0000,1.9200,1.5800,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,
1902,CAND_0091229,307.580000,applied_ml,3,applied_ml,Senior Software Engineer (ML),7.0,Niramai,"Bhubaneswar, Odisha",True,25,0.350,60,False,0.0000,0.4808,0.0000,1.9200,1.5800,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,weak:repeated_role_description
1903,CAND_0033842,307.572000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.8,Rephrase.ai,"Gurgaon, Haryana",True,64,0.340,60,False,0.0000,0.0000,0.0000,2.3446,1.9200,1.5000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | NLP assessment 84.0/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,weak:repeated_role_description
1904,CAND_0060835,307.556000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.6,Sarvam AI,"Bangalore, Karnataka",True,40,0.320,90,True,0.0000,1.7778,0.0000,1.9200,1.5800,3.3000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | PyTorch assessment 83.4/100,profile states limited ownership of modeling or deployment | 90-day notice period,
1905,CAND_0062707,307.540000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.6,Locobuzz,"Kolkata, West Bengal",True,77,0.300,45,False,0.1000,0.3400,0.0000,2.1602,1.0000,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,
1906,CAND_0005269,307.524000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),6.1,Sarvam AI,"Kochi, Kerala",True,33,0.280,45,False,0.6800,0.0000,0.0000,2.1602,1.0000,0.6000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Machine Learning assessment 87.8/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,
1907,CAND_0053472,307.516000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),6.5,HCL,"Noida, Uttar Pradesh",True,83,0.270,120,False,0.6800,0.4808,0.0000,1.9200,1.5800,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | 120-day notice period,
1908,CAND_0098624,307.516000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.3,CRED,"Trivandrum, Kerala",True,45,0.270,60,False,0.0000,0.4808,0.0000,1.9200,1.9200,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Embeddings assessment 45.8/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description
1909,CAND_0025923,307.172000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.0,HCL,"Kolkata, West Bengal",False,44,0.840,30,True,0.0000,0.0000,0.0000,1.1602,1.0000,0.6000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | pgvector assessment 68.6/100,profile states limited ownership of modeling or deployment | not marked open to work,
1910,CAND_0088526,307.140000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.6,Saarthi.ai,"Bhubaneswar, Odisha",False,94,0.800,120,True,0.5800,0.4400,0.0000,1.3446,1.5800,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Elasticsearch assessment 43.4/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:activity_before_signup
1911,CAND_0092714,307.140000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),4.2,Wysa,"Bangalore, Karnataka",False,7,0.800,120,False,0.0000,0.3400,0.0000,1.9200,1.5800,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,weak:repeated_role_description
1912,CAND_0020049,307.124000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.8,Flipkart,"Gurgaon, Haryana",False,49,0.780,120,False,0.6800,0.3400,0.0000,1.9200,1.0000,1.5000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Forecasting assessment 84.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:skill_duration_overrun
1913,CAND_0013002,307.108000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.4,TCS,New York,False,87,0.760,45,False,0.0000,1.7369,0.0000,1.9200,1.5800,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Milvus assessment 58.4/100,profile states limited ownership of modeling or deployment | not marked open to work,
1914,CAND_0079688,307.052000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),3.3,Aganitha,"Bangalore, Karnataka",False,54,0.690,120,True,0.1000,0.1000,0.0000,1.3400,1.0000,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Qdrant assessment 46.7/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
1915,CAND_0082291,307.052000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.8,Glance,"Gurgaon, Haryana",False,84,0.690,90,False,0.5800,1.2969,0.0000,1.9200,1.9200,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Sentence Transformers assessment 46.6/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
1916,CAND_0063097,307.012000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.5,Genpact AI,"Mumbai, Maharashtra",False,50,0.640,120,True,0.0000,1.2969,0.0000,1.9200,1.9200,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Machine Learning assessment 79.0/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1917,CAND_0087120,307.004000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.0,Glance,"Indore, Madhya Pradesh",False,63,0.630,60,False,0.1000,0.3400,0.0000,2.3446,1.5800,1.9500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Image Classification assessment 81.0/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1918,CAND_0040820,306.996000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.5,Meesho,"Ahmedabad, Gujarat",False,62,0.620,90,True,0.1000,0.6889,0.0000,1.3400,1.5800,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Image Classification assessment 82.3/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1919,CAND_0007861,306.956000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.3,Observe.AI,"Bhubaneswar, Odisha",False,41,0.570,90,True,0.0000,1.2969,0.0000,1.9200,1.9200,1.0500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Machine Learning assessment 86.8/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
1920,CAND_0067091,306.940000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),4.8,Saarthi.ai,"Mumbai, Maharashtra",False,27,0.550,90,False,0.0000,0.3400,0.0000,1.3400,1.5800,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
1921,CAND_0070242,306.940000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.3,Krutrim,"Kochi, Kerala",False,105,0.550,30,True,0.1000,0.0000,0.0000,1.9200,1.9200,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Kubeflow assessment 58.7/100,profile states limited ownership of modeling or deployment | not marked open to work,weak:repeated_role_description
1922,CAND_0071880,306.940000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.8,Locobuzz,"Bangalore, Karnataka",False,85,0.550,30,False,0.6800,0.0000,0.0000,1.9200,1.9200,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Image Classification assessment 47.8/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1923,CAND_0087783,306.916000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),6.7,Meesho,"Coimbatore, Tamil Nadu",False,82,0.520,90,False,0.0000,0.0000,0.0000,2.3446,1.5800,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Embeddings assessment 55.9/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,weak:repeated_role_description
1924,CAND_0091899,306.908000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.8,PhonePe,"Delhi, Delhi",False,63,0.510,60,False,0.1414,0.3400,0.0000,0.9200,1.5800,2.5500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Milvus assessment 84.5/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1925,CAND_0008202,306.900000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.7,Yellow.ai,"Vizag, Andhra Pradesh",False,65,0.500,60,False,0.0000,1.7778,0.0000,1.1602,1.5800,1.5000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Python assessment 70.0/100,profile states limited ownership of modeling or deployment | not marked open to work,
1926,CAND_0066713,306.860000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.7,Flipkart,"Ahmedabad, Gujarat",False,22,0.450,120,True,0.0000,1.8778,0.0000,2.3446,1.5800,2.1000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Python assessment 85.1/100,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,weak:repeated_role_description
1927,CAND_0074303,306.852000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.7,InMobi,"Bhubaneswar, Odisha",False,69,0.440,60,False,0.0000,0.1414,0.0000,0.9200,1.3400,1.5000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Learning to Rank assessment 77.9/100,profile states limited ownership of modeling or deployment | not marked open to work,
1928,CAND_0093474,306.820000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.3,Wipro,"Delhi, Delhi",False,10,0.400,90,True,0.0000,0.0000,0.0000,2.1602,1.0000,0.6000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Machine Learning assessment 68.7/100,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1929,CAND_0008218,306.812000,applied_ml,3,applied_ml,Senior Software Engineer (ML),7.0,Aganitha,"Coimbatore, Tamil Nadu",False,57,0.390,45,False,0.0000,0.0000,0.0000,0.9200,1.5800,1.2000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | OpenSearch assessment 81.4/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,weak:repeated_role_description
1930,CAND_0003756,306.804000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),6.5,Nykaa,Seattle,False,7,0.380,90,False,0.0000,1.2969,0.0000,1.9200,1.9200,0.4500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,
1931,CAND_0097256,306.788000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.0,Razorpay,Dubai,False,27,0.360,120,False,0.0000,0.3400,0.0000,1.3400,1.5800,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment | not marked open to work | 120-day notice period,
1932,CAND_0006821,306.772000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),5.0,Unacademy,"Kolkata, West Bengal",False,45,0.340,60,False,0.1000,0.3400,0.0000,1.3400,1.5800,1.0500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | FAISS assessment 87.8/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1933,CAND_0010791,306.740000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),4.2,Mad Street Den,"Pune, Maharashtra",False,81,0.300,120,True,0.0000,0.3400,0.0000,1.9200,1.5800,1.6500,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | PyTorch assessment 76.5/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
1934,CAND_0089829,306.724000,applied_ml,3,cv_speech_ml,Senior Software Engineer (ML),4.2,Swiggy,"Mumbai, Maharashtra",False,84,0.280,60,True,0.0000,0.0000,0.0000,1.3400,1.0000,0.6000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | pgvector assessment 80.3/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work,
1935,CAND_0072768,305.924000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.9,Niramai,"Bangalore, Karnataka",True,10,0.780,120,False,0.0000,0.1000,0.0000,2.3342,0.3400,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Learning to Rank assessment 48.5/100,profile states limited ownership of modeling or deployment | 120-day notice period,
1936,CAND_0066075,305.908000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.2,Meesho,"Coimbatore, Tamil Nadu",True,93,0.760,45,False,0.1000,0.5808,0.0000,1.9200,0.5800,1.3500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment,
1937,CAND_0059795,305.900000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.6,Locobuzz,"Mumbai, Maharashtra",True,98,0.750,45,True,0.0000,1.6369,0.0000,2.3342,0.5800,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment,
1938,CAND_0029117,305.876000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.6,Freshworks,"Kochi, Kerala",True,22,0.720,60,False,0.5800,0.4808,0.0000,1.9200,0.9200,0.9000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment,weak:repeated_role_description
1939,CAND_0004555,305.868000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.0,Dream11,"Kochi, Kerala",True,104,0.710,90,False,0.0000,0.4808,0.0000,1.9200,0.5800,1.0500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | TensorFlow assessment 71.7/100",profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | 90-day notice period,
1940,CAND_0017090,305.868000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.5,Paytm,"Kochi, Kerala",True,26,0.710,60,False,0.0000,0.4808,0.0000,2.3342,0.9200,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,
1941,CAND_0051003,305.860000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.0,Genpact AI,London,True,61,0.700,60,True,0.7214,0.1000,0.0000,2.5745,0.5800,1.0500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Semantic Search assessment 72.7/100,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR,
1942,CAND_0015097,305.852000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.0,Zoho,"Coimbatore, Tamil Nadu",True,27,0.690,30,False,0.5800,0.0000,0.0000,1.9200,0.5800,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment,
1943,CAND_0082262,305.812000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.9,Wipro,"Bangalore, Karnataka",True,78,0.640,30,False,0.0000,0.3400,0.0000,2.5745,0.5800,0.4500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment,weak:repeated_role_description
1944,CAND_0015581,305.764000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.0,Niramai,"Coimbatore, Tamil Nadu",True,75,0.580,60,False,0.5800,0.1000,0.0000,2.5745,0.3400,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment,weak:salary_range_inverted | weak:repeated_role_description
1945,CAND_0068892,305.708000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.7,Wipro,"Delhi, Delhi",True,54,0.510,90,False,0.1000,1.2969,0.0000,1.9200,0.5800,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment | 90-day notice period,
1946,CAND_0072218,305.660000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.8,HCL,"Chandigarh, Chandigarh",True,45,0.450,90,True,0.0000,0.0000,0.0000,2.1602,0.9200,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | 90-day notice period,weak:repeated_role_description
1947,CAND_0066791,305.636000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.6,Krutrim,"Pune, Maharashtra",True,31,0.420,120,False,0.5800,0.4400,0.0000,2.1602,0.0000,0.6000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | BM25 assessment 73.9/100",profile states limited ownership of modeling or deployment | 120-day notice period,
1948,CAND_0026424,305.604000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.6,Razorpay,San Francisco,True,97,0.380,90,True,0.1000,0.3400,0.0000,1.9200,0.5800,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | pgvector assessment 53.8/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:salary_range_inverted
1949,CAND_0035764,305.604000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.8,Zomato,"Kochi, Kerala",True,15,0.380,90,False,0.0000,1.9858,0.0000,2.5745,0.5800,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description
1950,CAND_0060886,305.604000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.6,Genpact AI,"Jaipur, Rajasthan",True,50,0.380,60,True,0.0000,0.0000,0.0000,2.1602,0.0000,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment,
1951,CAND_0044576,305.572000,applied_ml,3,applied_ml,Senior Software Engineer (ML),5.4,HCL,"Coimbatore, Tamil Nadu",True,27,0.340,90,False,0.5800,0.4808,0.0000,2.3446,0.9200,1.6500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Vector Search assessment 84.6/100",profile states limited ownership of modeling or deployment | 90-day notice period,
1952,CAND_0087006,305.556000,applied_ml,3,ml_platform,Senior Software Engineer (ML),5.7,Saarthi.ai,"Chennai, Tamil Nadu",True,57,0.320,60,False,0.1000,1.2969,0.0000,2.3342,0.9200,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment,
1953,CAND_0075502,305.540000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.3,PharmEasy,"Mumbai, Maharashtra",True,104,0.300,60,False,0.1000,0.0000,0.0000,2.3342,0.0000,1.0500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Qdrant assessment 87.2/100,profile states limited ownership of modeling or deployment,weak:skill_duration_overrun
1954,CAND_0041696,305.508000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.2,Saarthi.ai,"Hyderabad, Telangana",True,99,0.260,60,True,0.5800,0.4808,0.0000,1.3400,0.9200,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Weaviate assessment 51.1/100",profile states limited ownership of modeling or deployment,
1955,CAND_0054795,305.500000,applied_ml,3,applied_ml,Senior Software Engineer (ML),4.9,TCS,"Trivandrum, Kerala",True,75,0.250,90,False,0.0000,0.0000,0.0000,2.1602,0.0000,0.4500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | NLP assessment 42.3/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description
1956,CAND_0062772,305.188000,applied_ml,3,ml_platform,Senior Software Engineer (ML),6.6,Vedantu,"Trivandrum, Kerala",False,36,0.860,90,False,0.0000,1.2969,0.0000,2.3342,0.9200,0.0000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | not marked open to work | 90-day notice period,weak:repeated_role_description
1957,CAND_0091348,305.188000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.7,Rephrase.ai,"Mumbai, Maharashtra",False,69,0.860,60,True,0.5800,0.1414,0.0000,2.3342,0.5800,1.0500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Feature Engineering assessment 73.9/100,profile states limited ownership of modeling or deployment | not marked open to work,weak:skill_duration_overrun
1958,CAND_0055362,305.172000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.1,HCL,"Hyderabad, Telangana",False,69,0.840,45,False,0.0000,0.5808,0.0000,1.7542,0.3400,1.2000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | MLflow assessment 86.8/100,profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies | not marked open to work,weak:skill_duration_overrun
1959,CAND_0034645,305.164000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.7,upGrad,"Chennai, Tamil Nadu",False,27,0.830,90,False,0.1414,0.4808,0.0000,2.3342,0.9200,0.4500,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer.,profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 90-day notice period,
1960,CAND_0045027,305.140000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.0,Paytm,"Ahmedabad, Gujarat",False,5,0.800,60,True,0.0000,0.3400,0.0000,1.9200,0.5800,0.4500,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Milvus assessment 52.1/100",profile states limited ownership of modeling or deployment | not marked open to work,weak:skill_duration_overrun
1961,CAND_0078810,305.140000,applied_ml,3,applied_ml,Senior Software Engineer (ML),6.9,Dream11,Sydney,False,17,0.800,120,False,0.0000,0.1000,0.0000,2.3446,0.5800,0.6000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization. | Kubeflow assessment 81.7/100",profile states limited ownership of modeling or deployment | career evidence is primarily computer vision or speech rather than NLP/IR | not marked open to work | 120-day notice period,
1962,CAND_0061696,305.124000,applied_ml,3,applied_ml,Senior Software Engineer (ML),3.5,Glance,"Kolkata, West Bengal",False,59,0.780,30,True,0.0000,0.5889,0.0000,1.3400,0.0000,0.0000,"The churn model is now used by the retention team, though my role was more on the modeling side than the productionization.",profile states limited ownership of modeling or deployment | not marked open to work,
1963,CAND_0084161,305.116000,applied_ml,3,ml_platform,Senior Software Engineer (ML),3.9,Aganitha,"Hyderabad, Telangana",False,28,0.770,60,True,0.1000,0.4808,0.0000,1.7542,0.0000,0.6000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Sentence Transformers assessment 60.4/100,profile states limited ownership of modeling or deployment | not marked open to work,
1964,CAND_0012988,305.084000,applied_ml,3,ml_platform,Senior Software Engineer (ML),4.3,Niramai,"Mumbai, Maharashtra",False,97,0.730,60,True,0.0000,1.2969,0.0000,2.3342,0.5800,1.5000,I worked closely with senior data scientists but my own modeling work was secondary — I was the production-side engineer. | Forecasting assessment 79.9/100,profile states limited ownership of modeling or deployment | not marked open to work,
